seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	distanceToTES	feature	min_dist	min_region	feature2
Chr1	28683838	28683838	1	*	all_cutsites_peak_8607	.	.	Promoter	1	28682084	28683785	1702	2	AT1G76440	-53	-1754	Promoter	-53	TSS	TSS
Chr1	28689362	28689362	1	*	all_cutsites_peak_8608	.	.	Promoter	1	28686181	28689208	3028	2	AT1G76460	-154	-3181	Promoter	-154	TSS	TSS
Chr1	28691932	28691932	1	*	all_cutsites_peak_8609	.	.	Promoter	1	28689766	28691659	1894	2	AT1G76470	-273	-2166	Promoter	-273	TSS	TSS
Chr1	28693696	28693696	1	*	all_cutsites_peak_8610	.	.	Promoter	1	28692070	28693428	1359	2	AT1G76480	-268	-1626	Promoter	-268	TSS	TSS
Chr1	28695882	28695882	1	*	all_cutsites_peak_8611	.	.	Promoter	1	28695760	28698852	3093	1	AT1G76490	122	-2970	Promoter	122	TSS	TSS
Chr1	28698750	28698750	1	*	all_cutsites_peak_8612	.	.	3' UTR	1	28695760	28698852	3093	1	AT1G76490	2990	-102	3' UTR	-102	TES	TES
Chr1	28699628	28699628	1	*	all_cutsites_peak_8613	.	.	Distal Intergenic	1	28695760	28698852	3093	1	AT1G76490	3868	776	Distal Intergenic	776	TES	Intergenic
Chr1	28701690	28701690	1	*	all_cutsites_peak_8614	.	.	Distal Intergenic	1	28704963	28706691	1729	1	AT1G76500	-3273	-5001	Distal Intergenic	-3273	TSS	Intergenic
Chr1	28702369	28702369	1	*	all_cutsites_peak_8615	.	.	Distal Intergenic	1	28704963	28706691	1729	1	AT1G76500	-2594	-4322	Distal Intergenic	-2594	TSS	Intergenic
Chr1	28705192	28705192	1	*	all_cutsites_peak_8616	.	.	Promoter	1	28704963	28706691	1729	1	AT1G76500	229	-1499	Promoter	229	TSS	TSS
Chr1	28706644	28706644	1	*	all_cutsites_peak_8617	.	.	3' UTR	1	28704963	28706691	1729	1	AT1G76500	1681	-47	3' UTR	-47	TES	TES
Chr1	28707950	28707950	1	*	all_cutsites_peak_8618	.	.	Distal Intergenic	1	28704963	28706691	1729	1	AT1G76500	2987	1259	Distal Intergenic	1259	TES	Intergenic
Chr1	28708538	28708538	1	*	all_cutsites_peak_8619	.	.	3' UTR	1	28708339	28712968	4630	2	AT1G76510	4430	-199	3' UTR	-199	TES	TES
Chr1	28713059	28713059	1	*	all_cutsites_peak_8620	.	.	Promoter	1	28708339	28712968	4630	2	AT1G76510	-91	-4720	Promoter	-91	TSS	TSS
Chr1	28715063	28715063	1	*	all_cutsites_peak_8621	.	.	Promoter	1	28714765	28717910	3146	1	AT1G76520	298	-2847	Promoter	298	TSS	TSS
Chr1	28722631	28722631	1	*	all_cutsites_peak_8622	.	.	Promoter	1	28720328	28722550	2223	2	AT1G76540	-81	-2303	Promoter	-81	TSS	TSS
Chr1	28728191	28728191	1	*	all_cutsites_peak_8623	.	.	Promoter	1	28728206	28728976	771	1	AT1G76560	-15	-785	Promoter	-15	TSS	TSS
Chr1	28732327	28732327	1	*	all_cutsites_peak_8624	.	.	Distal Intergenic	1	28734207	28738967	4761	1	AT1G76580	-1880	-6640	Distal Intergenic	-1880	TSS	Intergenic
Chr1	28733492	28733492	1	*	all_cutsites_peak_8625	.	.	Distal Intergenic	1	28734207	28738967	4761	1	AT1G76580	-715	-5475	Distal Intergenic	-715	TSS	Intergenic
Chr1	28739080	28739080	1	*	all_cutsites_peak_8626	.	.	Downstream (<=300bp)	1	28739770	28740168	399	2	AT1G09633	1088	690	Downstream (<=300bp)	690	TES	Intergenic
Chr1	28740047	28740047	1	*	all_cutsites_peak_8627	.	.	Promoter	1	28739770	28740168	399	2	AT1G09633	121	-277	Promoter	121	TSS	TSS
Chr1	28741653	28741653	1	*	all_cutsites_peak_8628	.	.	Exon (AT1G76590.1/AT1G76590, exon 4 of 4)	1	28740540	28742231	1692	1	AT1G76590	1113	-578	Exon	-578	TES	Gene Body
Chr1	28743442	28743442	1	*	all_cutsites_peak_8629	.	.	Distal Intergenic	1	28740540	28742231	1692	1	AT1G76590	2902	1211	Distal Intergenic	1211	TES	Intergenic
Chr1	28745043	28745043	1	*	all_cutsites_peak_8630	.	.	Distal Intergenic	1	28746833	28747848	1016	1	AT1G76600	-1790	-2805	Distal Intergenic	-1790	TSS	Intergenic
Chr1	28745843	28745843	1	*	all_cutsites_peak_8631	.	.	Distal Intergenic	1	28746833	28747848	1016	1	AT1G76600	-990	-2005	Distal Intergenic	-990	TSS	Intergenic
Chr1	28746814	28746814	1	*	all_cutsites_peak_8632	.	.	Promoter	1	28746833	28747848	1016	1	AT1G76600	-19	-1034	Promoter	-19	TSS	TSS
Chr1	28747509	28747509	1	*	all_cutsites_peak_8633	.	.	Exon (AT1G76600.1/AT1G76600, exon 1 of 1)	1	28746833	28747848	1016	1	AT1G76600	676	-339	Exon	-339	TES	TES
Chr1	28748141	28748141	1	*	all_cutsites_peak_8634	.	.	Downstream (<=300bp)	1	28746833	28747848	1016	1	AT1G76600	1308	293	Downstream (<=300bp)	293	TES	TES
Chr1	28749734	28749734	1	*	all_cutsites_peak_8635	.	.	Distal Intergenic	1	28750872	28751875	1004	1	AT1G76610	-1138	-2141	Distal Intergenic	-1138	TSS	Intergenic
Chr1	28752469	28752469	1	*	all_cutsites_peak_8636	.	.	Distal Intergenic	1	28750872	28751875	1004	1	AT1G76610	1597	594	Distal Intergenic	594	TES	Intergenic
Chr1	28753294	28753294	1	*	all_cutsites_peak_8637	.	.	Distal Intergenic	1	28750872	28751875	1004	1	AT1G76610	2422	1419	Distal Intergenic	1419	TES	Intergenic
Chr1	28753821	28753821	1	*	all_cutsites_peak_8638	.	.	Distal Intergenic	1	28756521	28759332	2812	1	AT1G76620	-2700	-5511	Distal Intergenic	-2700	TSS	Intergenic
Chr1	28755078	28755078	1	*	all_cutsites_peak_8639	.	.	Distal Intergenic	1	28756521	28759332	2812	1	AT1G76620	-1443	-4254	Distal Intergenic	-1443	TSS	Intergenic
Chr1	28755707	28755707	1	*	all_cutsites_peak_8640	.	.	Distal Intergenic	1	28756521	28759332	2812	1	AT1G76620	-814	-3625	Distal Intergenic	-814	TSS	Intergenic
Chr1	28759376	28759376	1	*	all_cutsites_peak_8641	.	.	Promoter	1	28759478	28765042	5565	1	AT1G76630	-102	-5666	Promoter	-102	TSS	TSS
Chr1	28766034	28766034	1	*	all_cutsites_peak_8642	.	.	Promoter	1	28765254	28765866	613	2	AT1G76640	-168	-780	Promoter	-168	TSS	TSS
Chr1	28767714	28767714	1	*	all_cutsites_peak_8643	.	.	Promoter	1	28766750	28768138	1389	2	AT1G76650	424	-964	Promoter	424	TSS	TSS
Chr1	28768429	28768429	1	*	all_cutsites_peak_8644	.	.	Promoter	1	28766750	28768138	1389	2	AT1G76650	-291	-1679	Promoter	-291	TSS	TSS
Chr1	28771730	28771730	1	*	all_cutsites_peak_8645	.	.	Promoter	1	28768759	28771538	2780	2	AT1G76660	-192	-2971	Promoter	-192	TSS	TSS
Chr1	28772263	28772263	1	*	all_cutsites_peak_8646	.	.	Distal Intergenic	1	28768759	28771538	2780	2	AT1G76660	-725	-3504	Distal Intergenic	-725	TSS	Intergenic
Chr1	28775052	28775052	1	*	all_cutsites_peak_8647	.	.	Promoter	1	28772563	28775002	2440	2	AT1G76670	-50	-2489	Promoter	-50	TSS	TSS
Chr1	28776736	28776736	1	*	all_cutsites_peak_8648	.	.	Promoter	1	28776626	28778837	2212	1	AT1G76680	110	-2101	Promoter	110	TSS	TSS
Chr1	28778744	28778744	1	*	all_cutsites_peak_8649	.	.	5' UTR	1	28776626	28778837	2212	1	AT1G76680	2118	-93	5' UTR	-93	TES	TES
Chr1	28783290	28783290	1	*	all_cutsites_peak_8650	.	.	Promoter	1	28780408	28783257	2850	2	AT1G76700	-33	-2882	Promoter	-33	TSS	TSS
Chr1	28785294	28785294	1	*	all_cutsites_peak_8651	.	.	Promoter	1	28785165	28785372	208	2	AT1G09647	78	-129	Promoter	78	TSS	TSS
Chr1	28787724	28787724	1	*	all_cutsites_peak_8652	.	.	Promoter	1	28787605	28789885	2281	1	AT1G09905	119	-2161	Promoter	119	TSS	TSS
Chr1	28788373	28788373	1	*	all_cutsites_peak_8653	.	.	Exon (AT1G09905.1/AT1G09905, exon 1 of 2)	1	28787605	28789885	2281	1	AT1G09905	768	-1512	Exon	768	TSS	Gene Body
Chr1	28793067	28793067	1	*	all_cutsites_peak_8654	.	.	Promoter	1	28789698	28792719	3022	2	AT1G76710	-348	-3369	Promoter	-348	TSS	TSS
Chr1	28800470	28800470	1	*	all_cutsites_peak_8655	.	.	Promoter	1	28794144	28800402	6259	2	AT1G76720	-68	-6326	Promoter	-68	TSS	TSS
Chr1	28802609	28802609	1	*	all_cutsites_peak_8656	.	.	Promoter	1	28802633	28802734	102	1	AT1G76728	-24	-125	Promoter	-24	TSS	TSS
Chr1	28804946	28804946	1	*	all_cutsites_peak_8657	.	.	Promoter	1	28802753	28804858	2106	2	AT1G76730	-88	-2193	Promoter	-88	TSS	TSS
Chr1	28810892	28810892	1	*	all_cutsites_peak_8658	.	.	Promoter	1	28811040	28811721	682	1	AT1G76750	-148	-829	Promoter	-148	TSS	TSS
Chr1	28813172	28813172	1	*	all_cutsites_peak_8659	.	.	Promoter	1	28813116	28813465	350	1	AT1G09667	56	-293	Promoter	56	TSS	TSS
Chr1	28815243	28815243	1	*	all_cutsites_peak_8660	.	.	5' UTR	1	28814434	28822256	7823	1	AT1G76780	809	-7013	5' UTR	809	TSS	Gene Body
Chr1	28816132	28816132	1	*	all_cutsites_peak_8661	.	.	5' UTR	1	28814434	28822256	7823	1	AT1G76780	1698	-6124	5' UTR	1698	TSS	Gene Body
Chr1	28824867	28824867	1	*	all_cutsites_peak_8662	.	.	Distal Intergenic	1	28822186	28823727	1542	2	AT1G76790	-1140	-2681	Distal Intergenic	-1140	TSS	Intergenic
Chr1	28825966	28825966	1	*	all_cutsites_peak_8663	.	.	Distal Intergenic	1	28822186	28823727	1542	2	AT1G76790	-2239	-3780	Distal Intergenic	-2239	TSS	Intergenic
Chr1	28830724	28830724	1	*	all_cutsites_peak_8664	.	.	Distal Intergenic	1	28829243	28830278	1036	1	AT1G76800	1481	446	Distal Intergenic	446	TES	TES
Chr1	28837443	28837443	1	*	all_cutsites_peak_8665	.	.	Promoter	1	28837573	28842566	4994	1	AT1G76820	-130	-5123	Promoter	-130	TSS	TSS
Chr1	28855795	28855795	1	*	all_cutsites_peak_8666	.	.	Promoter	1	28854414	28855750	1337	2	AT1G76860	-45	-1381	Promoter	-45	TSS	TSS
Chr1	28856816	28856816	1	*	all_cutsites_peak_8667	.	.	Promoter	1	28856839	28858851	2013	1	AT1G76870	-23	-2035	Promoter	-23	TSS	TSS
Chr1	28858806	28858806	1	*	all_cutsites_peak_8668	.	.	3' UTR	1	28856839	28858851	2013	1	AT1G76870	1967	-45	3' UTR	-45	TES	TES
Chr1	28859881	28859881	1	*	all_cutsites_peak_8669	.	.	Distal Intergenic	1	28856839	28858851	2013	1	AT1G76870	3042	1030	Distal Intergenic	1030	TES	Intergenic
Chr1	28861895	28861895	1	*	all_cutsites_peak_8670	.	.	Distal Intergenic	1	28865314	28868225	2912	1	AT1G76880	-3419	-6330	Distal Intergenic	-3419	TSS	Intergenic
Chr1	28863383	28863383	1	*	all_cutsites_peak_8671	.	.	Distal Intergenic	1	28865314	28868225	2912	1	AT1G76880	-1931	-4842	Distal Intergenic	-1931	TSS	Intergenic
Chr1	28864042	28864042	1	*	all_cutsites_peak_8672	.	.	Distal Intergenic	1	28865314	28868225	2912	1	AT1G76880	-1272	-4183	Distal Intergenic	-1272	TSS	Intergenic
Chr1	28865368	28865368	1	*	all_cutsites_peak_8673	.	.	5' UTR	1	28865305	28868258	2954	2	AT1G76878	2890	-63	5' UTR	-63	TES	TES
Chr1	28868397	28868397	1	*	all_cutsites_peak_8674	.	.	Promoter	1	28865305	28868258	2954	2	AT1G76878	-139	-3092	Promoter	-139	TSS	TSS
Chr1	28869364	28869364	1	*	all_cutsites_peak_8675	.	.	Distal Intergenic	1	28865305	28868258	2954	2	AT1G76878	-1106	-4059	Distal Intergenic	-1106	TSS	Intergenic
Chr1	28871711	28871711	1	*	all_cutsites_peak_8676	.	.	Distal Intergenic	1	28874691	28874999	309	1	AT1G76892	-2980	-3288	Distal Intergenic	-2980	TSS	Intergenic
Chr1	28872868	28872868	1	*	all_cutsites_peak_8677	.	.	Distal Intergenic	1	28874691	28874999	309	1	AT1G76892	-1823	-2131	Distal Intergenic	-1823	TSS	Intergenic
Chr1	28876167	28876167	1	*	all_cutsites_peak_8678	.	.	Distal Intergenic	1	28873052	28875435	2384	2	AT1G76890	-732	-3115	Distal Intergenic	-732	TSS	Intergenic
Chr1	28878245	28878245	1	*	all_cutsites_peak_8679	.	.	Distal Intergenic	1	28873052	28875435	2384	2	AT1G76890	-2810	-5193	Distal Intergenic	-2810	TSS	Intergenic
Chr1	28878889	28878889	1	*	all_cutsites_peak_8680	.	.	Distal Intergenic	1	28881539	28885023	3485	1	AT1G76900	-2650	-6134	Distal Intergenic	-2650	TSS	Intergenic
Chr1	28879634	28879634	1	*	all_cutsites_peak_8681	.	.	Distal Intergenic	1	28881539	28885023	3485	1	AT1G76900	-1905	-5389	Distal Intergenic	-1905	TSS	Intergenic
Chr1	28880764	28880764	1	*	all_cutsites_peak_8682	.	.	Distal Intergenic	1	28881539	28885023	3485	1	AT1G76900	-775	-4259	Distal Intergenic	-775	TSS	Intergenic
Chr1	28881859	28881859	1	*	all_cutsites_peak_8683	.	.	Promoter	1	28881539	28885023	3485	1	AT1G76900	320	-3164	Promoter	320	TSS	TSS
Chr1	28884841	28884841	1	*	all_cutsites_peak_8684	.	.	3' UTR	1	28881539	28885023	3485	1	AT1G76900	3302	-182	3' UTR	-182	TES	TES
Chr1	28888083	28888083	1	*	all_cutsites_peak_8685	.	.	Exon (AT1G76910.1/AT1G76910, exon 5 of 5)	1	28887218	28888104	887	1	AT1G76910	865	-21	Exon	-21	TES	TES
Chr1	28889051	28889051	1	*	all_cutsites_peak_8686	.	.	Promoter	1	28889097	28890809	1713	1	AT1G09915	-46	-1758	Promoter	-46	TSS	TSS
Chr1	28890657	28890657	1	*	all_cutsites_peak_8687	.	.	Promoter	1	28890574	28890814	241	2	AT1G09693	157	-83	Promoter	-83	TES	TES
Chr1	28892170	28892170	1	*	all_cutsites_peak_8688	.	.	Promoter	1	28891976	28893721	1746	1	AT1G76920	194	-1551	Promoter	194	TSS	TSS
Chr1	28896662	28896662	1	*	all_cutsites_peak_8689	.	.	Promoter	1	28895301	28897120	1820	2	AT1G76930	458	-1361	Promoter	458	TSS	TSS
Chr1	28898281	28898281	1	*	all_cutsites_peak_8690	.	.	Distal Intergenic	1	28895301	28897120	1820	2	AT1G76930	-1161	-2980	Distal Intergenic	-1161	TSS	Intergenic
Chr1	28899126	28899126	1	*	all_cutsites_peak_8691	.	.	Distal Intergenic	1	28895301	28897120	1820	2	AT1G76930	-2006	-3825	Distal Intergenic	-2006	TSS	Intergenic
Chr1	28900578	28900578	1	*	all_cutsites_peak_8692	.	.	Distal Intergenic	1	28895301	28897120	1820	2	AT1G76930	-3458	-5277	Distal Intergenic	-3458	TSS	Intergenic
Chr1	28901538	28901538	1	*	all_cutsites_peak_8693	.	.	Distal Intergenic	1	28902318	28904420	2103	2	AT1G76940	2882	780	Distal Intergenic	780	TES	Intergenic
Chr1	28904389	28904389	1	*	all_cutsites_peak_8694	.	.	Promoter	1	28902318	28904420	2103	2	AT1G76940	31	-2071	Promoter	31	TSS	TSS
Chr1	28905537	28905537	1	*	all_cutsites_peak_8695	.	.	Distal Intergenic	1	28906441	28911584	5144	1	AT1G76950	-904	-6047	Distal Intergenic	-904	TSS	Intergenic
Chr1	28911417	28911417	1	*	all_cutsites_peak_8696	.	.	3' UTR	1	28906441	28911584	5144	1	AT1G76950	4976	-167	3' UTR	-167	TES	TES
Chr1	28915594	28915594	1	*	all_cutsites_peak_8697	.	.	Promoter	1	28914446	28915102	657	2	AT1G76952	-492	-1148	Promoter	-492	TSS	TSS
Chr1	28916217	28916217	1	*	all_cutsites_peak_8698	.	.	Distal Intergenic	1	28914446	28915102	657	2	AT1G76952	-1115	-1771	Distal Intergenic	-1115	TSS	Intergenic
Chr1	28917202	28917202	1	*	all_cutsites_peak_8699	.	.	Distal Intergenic	1	28917866	28918537	672	2	AT1G76954	1335	664	Distal Intergenic	664	TES	Intergenic
Chr1	28918929	28918929	1	*	all_cutsites_peak_8700	.	.	3' UTR	1	28918791	28919764	974	2	AT1G76955	835	-138	3' UTR	-138	TES	TES
Chr1	28925445	28925445	1	*	all_cutsites_peak_8701	.	.	Promoter	1	28922415	28925468	3054	2	AT1G76970	23	-3030	Promoter	23	TSS	TSS
Chr1	28927566	28927566	1	*	all_cutsites_peak_8702	.	.	Promoter	1	28925708	28927391	1684	2	AT1G76980	-175	-1858	Promoter	-175	TSS	TSS
Chr1	28928973	28928973	1	*	all_cutsites_peak_8703	.	.	Downstream (<=300bp)	1	28928287	28928704	418	1	AT1G09697	686	269	Downstream (<=300bp)	269	TES	TES
Chr1	28930091	28930091	1	*	all_cutsites_peak_8704	.	.	Distal Intergenic	1	28928287	28928704	418	1	AT1G09697	1804	1387	Distal Intergenic	1387	TES	Intergenic
Chr1	28930905	28930905	1	*	all_cutsites_peak_8705	.	.	Distal Intergenic	1	28932119	28936371	4253	1	AT1G76990	-1214	-5466	Distal Intergenic	-1214	TSS	Intergenic
Chr1	28931923	28931923	1	*	all_cutsites_peak_8706	.	.	Promoter	1	28932119	28936371	4253	1	AT1G76990	-196	-4448	Promoter	-196	TSS	TSS
Chr1	28932707	28932707	1	*	all_cutsites_peak_8707	.	.	5' UTR	1	28932119	28936371	4253	1	AT1G76990	588	-3664	5' UTR	588	TSS	Gene Body
Chr1	28936518	28936518	1	*	all_cutsites_peak_8708	.	.	Exon (AT1G09925.1/AT1G09925, exon 2 of 2)	1	28935586	28937197	1612	2	AT1G09925	679	-932	Exon	679	TSS	Gene Body
Chr1	28938579	28938579	1	*	all_cutsites_peak_8709	.	.	Distal Intergenic	1	28937319	28937798	480	1	AT1G76994	1260	781	Distal Intergenic	781	TES	Intergenic
Chr1	28939178	28939178	1	*	all_cutsites_peak_8710	.	.	Distal Intergenic	1	28940147	28942639	2493	1	AT1G77000	-969	-3461	Distal Intergenic	-969	TSS	Intergenic
Chr1	28940282	28940282	1	*	all_cutsites_peak_8711	.	.	Promoter	1	28940147	28942639	2493	1	AT1G77000	135	-2357	Promoter	135	TSS	TSS
Chr1	28944841	28944841	1	*	all_cutsites_peak_8712	.	.	Downstream (<=300bp)	1	28942710	28944827	2118	1	AT1G77010	2131	14	Downstream (<=300bp)	14	TES	TES
Chr1	28947585	28947585	1	*	all_cutsites_peak_8713	.	.	Promoter	1	28947554	28947625	72	2	AT1G77040	40	-31	Promoter	-31	TES	TES
Chr1	28951672	28951672	1	*	all_cutsites_peak_8714	.	.	3' UTR	1	28951643	28953580	1938	2	AT1G77060	1908	-29	3' UTR	-29	TES	TES
Chr1	28954342	28954342	1	*	all_cutsites_peak_8715	.	.	Distal Intergenic	1	28951643	28953580	1938	2	AT1G77060	-762	-2699	Distal Intergenic	-762	TSS	Intergenic
Chr1	28955497	28955497	1	*	all_cutsites_peak_8716	.	.	Promoter	1	28955483	28960234	4752	1	AT1G77080	14	-4737	Promoter	14	TSS	TSS
Chr1	28961962	28961962	1	*	all_cutsites_peak_8717	.	.	Promoter	1	28960312	28961974	1663	2	AT1G77090	12	-1650	Promoter	12	TSS	TSS
Chr1	28963514	28963514	1	*	all_cutsites_peak_8718	.	.	Promoter	1	28963504	28963894	391	1	AT1G09703	10	-380	Promoter	10	TSS	TSS
Chr1	28967770	28967770	1	*	all_cutsites_peak_8719	.	.	Distal Intergenic	1	28965772	28967015	1244	2	AT1G77100	-755	-1998	Distal Intergenic	-755	TSS	Intergenic
Chr1	28969413	28969413	1	*	all_cutsites_peak_8720	.	.	Distal Intergenic	1	28970714	28974805	4092	1	AT1G77110	-1301	-5392	Distal Intergenic	-1301	TSS	Intergenic
Chr1	28972567	28972567	1	*	all_cutsites_peak_8721	.	.	Intron (AT1G77110.1/AT1G77110, intron 2 of 6)	1	28970714	28974805	4092	1	AT1G77110	1853	-2238	Intron	1853	TSS	Gene Body
Chr1	28975235	28975235	1	*	all_cutsites_peak_8722	.	.	Promoter	1	28975255	28977417	2163	1	AT1G77120	-20	-2182	Promoter	-20	TSS	TSS
Chr1	28978794	28978794	1	*	all_cutsites_peak_8723	.	.	Promoter	1	28977357	28978750	1394	2	AT1G77122	-44	-1437	Promoter	-44	TSS	TSS
Chr1	28981409	28981409	1	*	all_cutsites_peak_8724	.	.	Exon (AT1G77131.1/AT1G77131, exon 3 of 3)	1	28981374	28983914	2541	2	AT1G77131	2505	-35	Exon	-35	TES	TES
Chr1	28983852	28983852	1	*	all_cutsites_peak_8725	.	.	Promoter	1	28981374	28983914	2541	2	AT1G77131	62	-2478	Promoter	62	TSS	TSS
Chr1	28987803	28987803	1	*	all_cutsites_peak_8726	.	.	3' UTR	1	28983934	28988035	4102	1	AT1G77140	3869	-232	3' UTR	-232	TES	TES
Chr1	28991528	28991528	1	*	all_cutsites_peak_8727	.	.	Promoter	1	28989838	28991454	1617	2	AT1G77145	-74	-1690	Promoter	-74	TSS	TSS
Chr1	28992394	28992394	1	*	all_cutsites_peak_8728	.	.	Distal Intergenic	1	28992876	28993170	295	2	AT1G77150	776	482	Distal Intergenic	482	TES	TES
Chr1	28997793	28997793	1	*	all_cutsites_peak_8729	.	.	Distal Intergenic	1	28995146	28996594	1449	2	AT1G77160	-1199	-2647	Distal Intergenic	-1199	TSS	Intergenic
Chr1	29002184	29002184	1	*	all_cutsites_peak_8730	.	.	Promoter	1	28999577	29002143	2567	2	AT1G77180	-41	-2607	Promoter	-41	TSS	TSS
Chr1	29003256	29003256	1	*	all_cutsites_peak_8731	.	.	Distal Intergenic	1	29002205	29002286	82	2	AT1G77190	-970	-1051	Distal Intergenic	-970	TSS	Intergenic
Chr1	29008320	29008320	1	*	all_cutsites_peak_8732	.	.	Distal Intergenic	1	29004163	29005281	1119	2	AT1G77200	-3039	-4157	Distal Intergenic	-3039	TSS	Intergenic
Chr1	29012667	29012667	1	*	all_cutsites_peak_8733	.	.	Promoter	1	29012674	29015846	3173	1	AT1G77220	-7	-3179	Promoter	-7	TSS	TSS
Chr1	29016003	29016003	1	*	all_cutsites_peak_8734	.	.	Promoter	1	29016120	29019768	3649	1	AT1G77230	-117	-3765	Promoter	-117	TSS	TSS
Chr1	29019774	29019774	1	*	all_cutsites_peak_8735	.	.	Promoter	1	29017958	29019789	1832	2	AT1G77240	15	-1816	Promoter	15	TSS	TSS
Chr1	29023605	29023605	1	*	all_cutsites_peak_8736	.	.	Promoter	1	29020176	29023474	3299	2	AT1G77250	-131	-3429	Promoter	-131	TSS	TSS
Chr1	29027381	29027381	1	*	all_cutsites_peak_8737	.	.	Promoter	1	29023712	29027108	3397	2	AT1G77260	-273	-3669	Promoter	-273	TSS	TSS
Chr1	29034879	29034879	1	*	all_cutsites_peak_8738	.	.	Promoter	1	29030998	29034822	3825	2	AT1G77280	-57	-3881	Promoter	-57	TSS	TSS
Chr1	29035695	29035695	1	*	all_cutsites_peak_8739	.	.	Distal Intergenic	1	29030998	29034822	3825	2	AT1G77280	-873	-4697	Distal Intergenic	-873	TSS	Intergenic
Chr1	29038275	29038275	1	*	all_cutsites_peak_8740	.	.	Promoter	1	29038366	29040217	1852	1	AT1G77290	-91	-1942	Promoter	-91	TSS	TSS
Chr1	29049610	29049610	1	*	all_cutsites_peak_8741	.	.	Promoter	1	29039922	29049454	9533	2	AT1G77300	-156	-9688	Promoter	-156	TSS	TSS
Chr1	29056480	29056480	1	*	all_cutsites_peak_8742	.	.	Promoter	1	29056427	29062978	6552	1	AT1G77320	53	-6498	Promoter	53	TSS	TSS
Chr1	29063128	29063128	1	*	all_cutsites_peak_8743	.	.	3' UTR	1	29062945	29064637	1693	2	AT1G77330	1509	-183	3' UTR	-183	TES	TES
Chr1	29065244	29065244	1	*	all_cutsites_peak_8744	.	.	Distal Intergenic	1	29062945	29064637	1693	2	AT1G77330	-607	-2299	Distal Intergenic	-607	TSS	Intergenic
Chr1	29067326	29067326	1	*	all_cutsites_peak_8745	.	.	Distal Intergenic	1	29062945	29064637	1693	2	AT1G77330	-2689	-4381	Distal Intergenic	-2689	TSS	Intergenic
Chr1	29070141	29070141	1	*	all_cutsites_peak_8746	.	.	Promoter	1	29070225	29071899	1675	1	AT1G77350	-84	-1758	Promoter	-84	TSS	TSS
Chr1	29073829	29073829	1	*	all_cutsites_peak_8747	.	.	Promoter	1	29073840	29074893	1054	1	AT1G77370	-11	-1064	Promoter	-11	TSS	TSS
Chr1	29077546	29077546	1	*	all_cutsites_peak_8748	.	.	Promoter	1	29074879	29077390	2512	2	AT1G77380	-156	-2667	Promoter	-156	TSS	TSS
Chr1	29078095	29078095	1	*	all_cutsites_peak_8749	.	.	Distal Intergenic	1	29074879	29077390	2512	2	AT1G77380	-705	-3216	Distal Intergenic	-705	TSS	Intergenic
Chr1	29079301	29079301	1	*	all_cutsites_peak_8750	.	.	Promoter	1	29079253	29079454	202	1	AT1G09717	48	-153	Promoter	48	TSS	TSS
Chr1	29080208	29080208	1	*	all_cutsites_peak_8751	.	.	Distal Intergenic	1	29080951	29081508	558	1	AT1G09727	-743	-1300	Distal Intergenic	-743	TSS	Intergenic
Chr1	29084412	29084412	1	*	all_cutsites_peak_8752	.	.	Promoter	1	29081654	29084285	2632	2	AT1G77390	-127	-2758	Promoter	-127	TSS	TSS
Chr1	29085711	29085711	1	*	all_cutsites_peak_8753	.	.	Promoter	1	29085575	29086925	1351	1	AT1G77400	136	-1214	Promoter	136	TSS	TSS
Chr1	29087020	29087020	1	*	all_cutsites_peak_8754	.	.	Promoter	1	29087126	29088521	1396	1	AT1G77405	-106	-1501	Promoter	-106	TSS	TSS
Chr1	29093440	29093440	1	*	all_cutsites_peak_8755	.	.	Promoter	1	29093499	29095719	2221	1	AT1G77420	-59	-2279	Promoter	-59	TSS	TSS
Chr1	29096219	29096219	1	*	all_cutsites_peak_8756	.	.	Promoter	1	29096020	29098494	2475	1	AT1G77440	199	-2275	Promoter	199	TSS	TSS
Chr1	29099709	29099709	1	*	all_cutsites_peak_8757	.	.	Promoter	1	29099839	29101759	1921	1	AT1G77450	-130	-2050	Promoter	-130	TSS	TSS
Chr1	29101039	29101039	1	*	all_cutsites_peak_8758	.	.	3' UTR	1	29099839	29101759	1921	1	AT1G77450	1200	-720	3' UTR	-720	TES	Gene Body
Chr1	29102179	29102179	1	*	all_cutsites_peak_8759	.	.	Distal Intergenic	1	29103608	29111956	8349	1	AT1G77460	-1429	-9777	Distal Intergenic	-1429	TSS	Intergenic
Chr1	29114475	29114475	1	*	all_cutsites_peak_8760	.	.	Promoter	1	29111948	29114548	2601	2	AT1G77470	73	-2527	Promoter	73	TSS	TSS
Chr1	29117478	29117478	1	*	all_cutsites_peak_8761	.	.	Promoter	1	29117500	29121093	3594	1	AT1G77490	-22	-3615	Promoter	-22	TSS	TSS
Chr1	29121170	29121170	1	*	all_cutsites_peak_8762	.	.	Promoter	1	29121226	29125204	3979	1	AT1G77500	-56	-4034	Promoter	-56	TSS	TSS
Chr1	29122279	29122279	1	*	all_cutsites_peak_8763	.	.	Exon (AT1G77500.1/AT1G77500, exon 1 of 4)	1	29121226	29125204	3979	1	AT1G77500	1053	-2925	Exon	1053	TSS	Gene Body
